时间/s	马赫数	高度/m	外界大气温度/C	中央设备舱温度/C	前起舱温度/C
2039.00 	0.70 	8437.83 	-9.67 	39.44 	25.90 
2040.00 	0.70 	8454.19 	-9.72 	39.42 	25.89 
2041.00 	0.70 	8470.22 	-9.79 	39.41 	25.85 
2042.00 	0.70 	8485.72 	-9.84 	39.43 	25.85 
2043.00 	0.70 	8500.88 	-9.94 	39.40 	25.83 
2044.00 	0.70 	8516.04 	-10.08 	39.42 	25.81 
2045.00 	0.70 	8531.21 	-10.16 	39.41 	25.81 
2046.00 	0.70 	8546.45 	-10.23 	39.40 	25.75 
2047.00 	0.70 	8561.71 	-10.33 	39.42 	25.75 
2048.00 	0.70 	8577.03 	-10.46 	39.39 	25.74 
2049.00 	0.70 	8592.41 	-10.65 	39.40 	25.71 
2050.00 	0.70 	8607.76 	-10.77 	39.40 	25.72 
2051.00 	0.70 	8623.22 	-10.87 	39.39 	25.68 
2052.00 	0.71 	8638.85 	-11.03 	39.40 	25.68 
2053.00 	0.71 	8654.75 	-11.11 	39.38 	25.65 
2054.00 	0.71 	8670.62 	-11.20 	39.40 	25.62 
2055.00 	0.71 	8686.60 	-11.33 	39.39 	25.62 
2056.00 	0.71 	8702.71 	-11.52 	39.38 	25.59 
2057.00 	0.71 	8718.83 	-11.65 	39.39 	25.60 
2058.00 	0.71 	8735.00 	-11.73 	39.37 	25.56 
2059.00 	0.71 	8751.27 	-11.83 	39.39 	25.54 
2060.00 	0.71 	8767.78 	-11.85 	39.37 	25.53 
2061.00 	0.71 	8784.46 	-11.91 	39.38 	25.49 
2062.00 	0.70 	8801.17 	-11.81 	39.38 	25.51 
2063.00 	0.70 	8818.21 	-11.85 	39.36 	25.46 
2064.00 	0.70 	8835.42 	-11.87 	39.39 	25.46 
2065.00 	0.70 	8851.85 	-11.81 	39.36 	25.42 
2066.00 	0.70 	8867.80 	-11.80 	39.38 	25.41 
2067.00 	0.70 	8883.47 	-11.87 	39.37 	25.41 
2068.00 	0.69 	8898.38 	-11.94 	39.35 	25.36 
2069.00 	0.69 	8912.55 	-12.01 	39.37 	25.36 
2070.00 	0.69 	8926.19 	-12.09 	39.34 	25.33 
2071.00 	0.69 	8939.51 	-12.17 	39.37 	25.32 
2072.00 	0.69 	8952.78 	-12.29 	39.34 	25.31 
2073.00 	0.69 	8965.75 	-12.45 	39.36 	25.28 
2074.00 	0.69 	8978.25 	-12.51 	39.35 	25.29 
2075.00 	0.69 	8990.71 	-12.63 	39.34 	25.23 
2076.00 	0.69 	9003.21 	-12.73 	39.36 	25.23 
2077.00 	0.70 	9015.46 	-12.93 	39.33 	25.19 
2078.00 	0.70 	9027.62 	-13.02 	39.35 	25.19 
2079.00 	0.70 	9039.78 	-13.13 	39.33 	25.17 
2080.00 	0.70 	9052.09 	-13.23 	39.34 	25.15 
2081.00 	0.70 	9064.71 	-13.31 	39.34 	25.14 
2082.00 	0.69 	9077.22 	-13.35 	39.33 	25.10 
2083.00 	0.69 	9089.53 	-13.42 	39.34 	25.10 
2084.00 	0.70 	9101.70 	-13.57 	39.32 	25.06 
2085.00 	0.69 	9113.61 	-13.65 	39.34 	25.07 
2086.00 	0.70 	9125.41 	-13.79 	39.31 	25.01 
2087.00 	0.70 	9137.36 	-13.95 	39.33 	25.01 
2088.00 	0.70 	9149.16 	-14.10 	39.32 	24.98 
2089.00 	0.70 	9160.87 	-14.17 	39.32 	24.95 
2090.00 	0.70 	9172.97 	-14.24 	39.32 	24.95 
2091.00 	0.70 	9185.20 	-14.36 	39.31 	24.89 
2092.00 	0.70 	9197.37 	-14.46 	39.32 	24.92 
2093.00 	0.70 	9209.38 	-14.60 	39.30 	24.85 
2094.00 	0.70 	9221.44 	-14.68 	39.32 	24.86 
2095.00 	0.70 	9233.71 	-14.82 	39.29 	24.83 
2096.00 	0.70 	9245.90 	-14.89 	39.31 	24.81 
2097.00 	0.70 	9257.96 	-15.07 	39.30 	24.81 
2098.00 	0.70 	9269.97 	-15.26 	39.30 	24.75 
2099.00 	0.70 	9281.91 	-15.45 	39.30 	24.74 
2100.00 	0.70 	9293.71 	-15.58 	39.29 	24.70 
2101.00 	0.70 	9305.74 	-15.71 	39.31 	24.70 
2102.00 	0.70 	9318.35 	-15.89 	39.28 	24.66 
2103.00 	0.70 	9331.16 	-16.10 	39.31 	24.67 
2104.00 	0.71 	9343.71 	-16.24 	39.28 	24.63 
2105.00 	0.71 	9356.30 	-16.44 	39.30 	24.61 
2106.00 	0.71 	9369.43 	-16.53 	39.28 	24.57 
2107.00 	0.71 	9382.79 	-16.65 	39.29 	24.55 
2108.00 	0.71 	9396.19 	-16.79 	39.28 	24.54 
2109.00 	0.71 	9409.84 	-16.94 	39.28 	24.49 
2110.00 	0.71 	9423.62 	-17.09 	39.29 	24.51 
2111.00 	0.71 	9437.27 	-17.30 	39.27 	24.45 
2112.00 	0.71 	9450.95 	-17.47 	39.29 	24.46 
2113.00 	0.71 	9464.76 	-17.65 	39.27 	24.41 
2114.00 	0.71 	9478.78 	-17.86 	39.29 	24.42 
2115.00 	0.71 	9492.88 	-18.07 	39.26 	24.37 
2116.00 	0.71 	9507.11 	-18.30 	39.28 	24.36 
2117.00 	0.71 	9521.61 	-18.48 	39.26 	24.31 
2118.00 	0.71 	9536.47 	-18.63 	39.27 	24.31 
2119.00 	0.71 	9551.46 	-18.83 	39.25 	24.29 
2120.00 	0.71 	9566.50 	-19.01 	39.27 	24.25 
2121.00 	0.71 	9581.58 	-19.19 	39.25 	24.23 
2122.00 	0.71 	9596.88 	-19.38 	39.26 	24.21 
2123.00 	0.71 	9612.03 	-19.61 	39.25 	24.21 
2124.00 	0.71 	9627.21 	-19.70 	39.24 	24.16 
2125.00 	0.71 	9642.30 	-19.79 	39.25 	24.15 
2126.00 	0.71 	9657.60 	-19.96 	39.23 	24.11 
2127.00 	0.71 	9673.05 	-20.07 	39.26 	24.11 
2128.00 	0.71 	9688.38 	-20.21 	39.22 	24.06 
2129.00 	0.71 	9703.21 	-20.34 	39.25 	24.08 
2130.00 	0.71 	9718.28 	-20.44 	39.22 	24.02 
2131.00 	0.71 	9733.47 	-20.52 	39.24 	24.03 
2132.00 	0.71 	9749.02 	-20.64 	39.21 	23.98 
2133.00 	0.71 	9764.65 	-20.69 	39.24 	23.95 
2134.00 	0.71 	9780.24 	-20.77 	39.21 	23.94 
2135.00 	0.71 	9795.90 	-20.92 	39.23 	23.90 
2136.00 	0.71 	9811.54 	-20.92 	39.21 	23.89 
2137.00 	0.71 	9827.19 	-21.05 	39.22 	23.86 
2138.00 	0.71 	9842.87 	-21.09 	39.20 	23.85 
2139.00 	0.71 	9858.55 	-21.14 	39.21 	23.82 
2140.00 	0.70 	9873.95 	-21.19 	39.20 	23.81 
2141.00 	0.70 	9889.24 	-21.31 	39.20 	23.75 
2142.00 	0.70 	9904.42 	-21.33 	39.20 	23.76 
2143.00 	0.70 	9919.44 	-21.41 	39.20 	23.73 
2144.00 	0.70 	9934.25 	-21.54 	39.20 	23.73 
2145.00 	0.70 	9948.82 	-21.71 	39.19 	23.66 
2146.00 	0.70 	9963.25 	-21.87 	39.19 	23.67 
2147.00 	0.70 	9977.95 	-22.03 	39.18 	23.61 
2148.00 	0.70 	9992.16 	-22.17 	39.19 	23.61 
2149.00 	0.70 	10006.37 	-22.29 	39.18 	23.57 
2150.00 	0.70 	10020.53 	-22.42 	39.19 	23.58 
2151.00 	0.70 	10034.79 	-22.46 	39.17 	23.53 
2152.00 	0.70 	10049.12 	-22.54 	39.18 	23.55 
2153.00 	0.70 	10063.37 	-22.61 	39.16 	23.48 
2154.00 	0.70 	10077.58 	-22.66 	39.18 	23.48 
2155.00 	0.70 	10091.92 	-22.71 	39.15 	23.42 
2156.00 	0.70 	10106.27 	-22.78 	39.17 	23.44 
2157.00 	0.70 	10120.53 	-22.84 	39.15 	23.37 
2158.00 	0.70 	10134.52 	-22.89 	39.17 	23.37 
2159.00 	0.70 	10148.30 	-22.96 	39.14 	23.32 
2160.00 	0.70 	10162.07 	-23.01 	39.16 	23.32 
2161.00 	0.70 	10175.70 	-23.07 	39.13 	23.26 
2162.00 	0.70 	10189.05 	-23.13 	39.16 	23.29 
2163.00 	0.70 	10202.20 	-23.17 	39.13 	23.22 
2164.00 	0.70 	10215.24 	-23.29 	39.15 	23.24 
2165.00 	0.70 	10228.10 	-23.39 	39.12 	23.16 
2166.00 	0.70 	10240.66 	-23.48 	39.14 	23.19 
2167.00 	0.70 	10253.00 	-23.63 	39.12 	23.13 
2168.00 	0.70 	10265.16 	-23.72 	39.14 	23.14 
2169.00 	0.70 	10277.30 	-23.80 	39.11 	23.07 
2170.00 	0.70 	10289.43 	-23.90 	39.13 	23.07 
2171.00 	0.70 	10301.40 	-24.04 	39.12 	23.01 
2172.00 	0.70 	10313.26 	-24.16 	39.12 	23.04 
2173.00 	0.70 	10325.07 	-24.26 	39.11 	22.96 
2174.00 	0.70 	10336.82 	-24.39 	39.12 	22.97 
2175.00 	0.70 	10348.58 	-24.53 	39.11 	22.93 
2176.00 	0.70 	10360.33 	-24.68 	39.11 	22.92 
2177.00 	0.70 	10372.05 	-24.79 	39.10 	22.87 
2178.00 	0.70 	10383.90 	-24.94 	39.10 	22.87 
2179.00 	0.70 	10395.82 	-25.10 	39.10 	22.82 
2180.00 	0.70 	10407.88 	-25.14 	39.09 	22.81 
2181.00 	0.70 	10420.20 	-25.24 	39.09 	22.76 
2182.00 	0.70 	10432.63 	-25.26 	39.08 	22.76 
2183.00 	0.70 	10445.08 	-25.32 	39.09 	22.72 
2184.00 	0.70 	10457.54 	-25.44 	39.08 	22.70 
2185.00 	0.70 	10469.90 	-25.49 	39.10 	22.67 
2186.00 	0.70 	10482.19 	-25.49 	39.07 	22.65 
2187.00 	0.70 	10494.49 	-25.58 	39.09 	22.63 
2188.00 	0.70 	10506.89 	-25.58 	39.06 	22.61 
2189.00 	0.70 	10519.22 	-25.59 	39.08 	22.58 
2190.00 	0.70 	10531.61 	-25.63 	39.06 	22.55 
2191.00 	0.70 	10544.05 	-25.70 	39.08 	22.51 
2192.00 	0.70 	10556.51 	-25.76 	39.05 	22.47 
2193.00 	0.70 	10568.94 	-25.82 	39.08 	22.46 
2194.00 	0.70 	10581.35 	-25.83 	39.04 	22.41 
2195.00 	0.70 	10593.86 	-25.88 	39.07 	22.40 
2196.00 	0.70 	10606.35 	-25.96 	39.05 	22.36 
2197.00 	0.70 	10618.81 	-25.99 	39.07 	22.36 
2198.00 	0.70 	10631.20 	-26.02 	39.04 	22.33 
2199.00 	0.70 	10643.52 	-26.13 	39.06 	22.33 
2200.00 	0.70 	10655.69 	-26.16 	39.03 	22.25 
2201.00 	0.70 	10667.83 	-26.19 	39.05 	22.26 
2202.00 	0.70 	10680.01 	-26.20 	39.04 	22.21 
2203.00 	0.70 	10692.18 	-26.29 	39.05 	22.20 
2204.00 	0.70 	10704.26 	-26.30 	39.03 	22.14 
2205.00 	0.70 	10716.22 	-26.30 	39.03 	22.13 
2206.00 	0.70 	10728.21 	-26.28 	39.03 	22.09 
2207.00 	0.70 	10740.13 	-26.37 	39.03 	22.08 
2208.00 	0.70 	10751.74 	-26.46 	39.03 	22.05 
2209.00 	0.70 	10763.03 	-26.53 	39.01 	22.03 
2210.00 	0.70 	10774.08 	-26.61 	39.03 	22.00 
2211.00 	0.70 	10784.99 	-26.65 	39.01 	21.97 
2212.00 	0.70 	10795.78 	-26.75 	39.03 	21.92 
2213.00 	0.70 	10806.47 	-26.85 	39.00 	21.91 
2214.00 	0.69 	10817.05 	-26.92 	39.03 	21.91 
2215.00 	0.69 	10827.51 	-27.06 	38.99 	21.86 
2216.00 	0.69 	10837.82 	-27.19 	39.02 	21.84 
2217.00 	0.69 	10847.97 	-27.33 	38.99 	21.79 
2218.00 	0.69 	10857.81 	-27.50 	39.01 	21.81 
2219.00 	0.69 	10867.59 	-27.62 	38.98 	21.75 
2220.00 	0.69 	10877.25 	-27.77 	39.00 	21.76 
2221.00 	0.70 	10886.81 	-27.93 	38.98 	21.69 
2222.00 	0.70 	10896.35 	-28.07 	38.99 	21.69 
2223.00 	0.70 	10905.86 	-28.21 	38.98 	21.64 
2224.00 	0.70 	10915.43 	-28.39 	38.98 	21.64 
2225.00 	0.70 	10924.96 	-28.52 	38.98 	21.59 
2226.00 	0.70 	10934.40 	-28.70 	38.97 	21.59 
2227.00 	0.70 	10943.81 	-28.89 	38.98 	21.55 
2228.00 	0.70 	10953.18 	-29.04 	38.96 	21.52 
2229.00 	0.70 	10962.54 	-29.18 	38.98 	21.52 
2230.00 	0.70 	10971.87 	-29.28 	38.95 	21.45 
2231.00 	0.70 	10981.15 	-29.45 	38.98 	21.44 
2232.00 	0.70 	10990.52 	-29.57 	38.94 	21.40 
2233.00 	0.70 	10999.96 	-29.76 	38.97 	21.40 
2234.00 	0.70 	11009.18 	-29.85 	38.94 	21.34 
2235.00 	0.70 	11018.26 	-30.02 	38.96 	21.35 
2236.00 	0.70 	11027.23 	-30.10 	38.94 	21.28 
2237.00 	0.70 	11036.10 	-30.25 	38.95 	21.28 
2238.00 	0.70 	11045.01 	-30.39 	38.94 	21.23 
2239.00 	0.70 	11053.69 	-30.51 	38.94 	21.23 
2240.00 	0.70 	11062.23 	-30.67 	38.94 	21.17 
2241.00 	0.70 	11070.75 	-30.83 	38.93 	21.16 
2242.00 	0.70 	11079.07 	-30.96 	38.94 	21.12 
2243.00 	0.70 	11087.41 	-31.07 	38.92 	21.07 
2244.00 	0.70 	11095.75 	-31.19 	38.94 	21.06 
2245.00 	0.70 	11104.03 	-31.37 	38.91 	21.02 
2246.00 	0.70 	11112.44 	-31.45 	38.94 	21.03 
2247.00 	0.70 	11120.75 	-31.60 	38.91 	20.97 
2248.00 	0.70 	11129.04 	-31.74 	38.93 	20.96 
2249.00 	0.70 	11137.14 	-31.85 	38.91 	20.92 
2250.00 	0.70 	11145.07 	-31.94 	38.91 	20.91 
2251.00 	0.70 	11153.11 	-32.04 	38.91 	20.86 
2252.00 	0.70 	11161.28 	-32.18 	38.91 	20.84 
2253.00 	0.70 	11169.20 	-32.22 	38.91 	20.79 
2254.00 	0.70 	11176.95 	-32.40 	38.89 	20.79 
2255.00 	0.70 	11184.67 	-32.53 	38.91 	20.74 
2256.00 	0.70 	11192.07 	-32.61 	38.88 	20.72 
2257.00 	0.70 	11199.36 	-32.69 	38.90 	20.70 
2258.00 	0.70 	11206.60 	-32.80 	38.87 	20.67 
2259.00 	0.70 	11213.90 	-32.91 	38.90 	20.65 
2260.00 	0.70 	11221.06 	-32.99 	38.87 	20.58 
2261.00 	0.70 	11228.21 	-33.08 	38.89 	20.59 
2262.00 	0.70 	11235.28 	-33.21 	38.87 	20.53 
2263.00 	0.70 	11242.23 	-33.24 	38.87 	20.50 
2264.00 	0.70 	11249.22 	-33.40 	38.86 	20.47 
2265.00 	0.70 	11256.28 	-33.53 	38.86 	20.47 
2266.00 	0.70 	11263.26 	-33.61 	38.87 	20.42 
2267.00 	0.70 	11270.20 	-33.66 	38.85 	20.39 
2268.00 	0.70 	11277.20 	-33.80 	38.87 	20.38 
2269.00 	0.70 	11284.16 	-33.87 	38.84 	20.33 
2270.00 	0.70 	11291.07 	-34.05 	38.86 	20.31 
2271.00 	0.70 	11297.91 	-34.15 	38.84 	20.26 
2272.00 	0.70 	11304.59 	-34.27 	38.85 	20.27 
2273.00 	0.70 	11311.30 	-34.43 	38.84 	20.20 
2274.00 	0.70 	11318.24 	-34.54 	38.84 	20.18 
2275.00 	0.70 	11325.14 	-34.63 	38.84 	20.13 
2276.00 	0.70 	11332.07 	-34.72 	38.83 	20.12 
2277.00 	0.70 	11339.09 	-34.80 	38.84 	20.09 
2278.00 	0.70 	11346.11 	-34.86 	38.82 	20.04 
2279.00 	0.70 	11353.43 	-35.02 	38.84 	20.02 
2280.00 	0.70 	11360.65 	-35.06 	38.81 	19.99 
2281.00 	0.70 	11367.77 	-35.10 	38.83 	19.99 
2282.00 	0.70 	11375.00 	-35.29 	38.81 	19.94 
2283.00 	0.70 	11382.09 	-35.39 	38.82 	19.93 
2284.00 	0.70 	11388.91 	-35.59 	38.80 	19.88 
2285.00 	0.70 	11395.58 	-35.81 	38.81 	19.88 
2286.00 	0.70 	11402.19 	-35.84 	38.80 	19.83 
2287.00 	0.70 	11408.62 	-36.01 	38.80 	19.83 
2288.00 	0.70 	11415.36 	-36.09 	38.81 	19.77 
2289.00 	0.70 	11422.32 	-36.07 	38.78 	19.75 
2290.00 	0.70 	11429.17 	-36.30 	38.80 	19.72 
2291.00 	0.70 	11436.37 	-36.37 	38.78 	19.66 
2292.00 	0.70 	11443.08 	-36.44 	38.79 	19.66 
2293.00 	0.70 	11449.83 	-36.57 	38.77 	19.62 
2294.00 	0.70 	11456.70 	-36.67 	38.79 	19.58 
2295.00 	0.70 	11463.10 	-36.78 	38.77 	19.53 
2296.00 	0.70 	11469.41 	-36.96 	38.78 	19.51 
2297.00 	0.70 	11475.67 	-37.10 	38.77 	19.48 
2298.00 	0.70 	11481.98 	-37.30 	38.76 	19.48 
2299.00 	0.70 	11488.16 	-37.23 	38.77 	19.41 
2300.00 	0.70 	11494.47 	-37.26 	38.75 	19.38 
2301.00 	0.70 	11501.42 	-37.41 	38.77 	19.36 
2302.00 	0.70 	11508.11 	-37.49 	38.74 	19.32 
2303.00 	0.70 	11514.32 	-37.72 	38.77 	19.32 
2304.00 	0.70 	11520.43 	-37.92 	38.74 	19.26 
2305.00 	0.70 	11526.23 	-37.99 	38.76 	19.27 
2306.00 	0.70 	11532.21 	-38.12 	38.74 	19.20 
2307.00 	0.71 	11538.72 	-38.53 	38.74 	19.20 
2308.00 	0.71 	11545.06 	-38.67 	38.74 	19.13 
2309.00 	0.71 	11551.20 	-38.78 	38.73 	19.12 
2310.00 	0.71 	11557.87 	-38.93 	38.74 	19.08 
2311.00 	0.71 	11565.11 	-38.99 	38.72 	19.06 
2312.00 	0.71 	11572.65 	-39.01 	38.74 	19.04 
2313.00 	0.71 	11580.61 	-39.16 	38.71 	18.99 
2314.00 	0.71 	11588.96 	-39.24 	38.73 	18.96 
2315.00 	0.71 	11597.27 	-39.39 	38.71 	18.93 
2316.00 	0.71 	11605.33 	-39.48 	38.72 	18.92 
2317.00 	0.71 	11613.57 	-39.57 	38.71 	18.86 
2318.00 	0.71 	11621.46 	-39.61 	38.71 	18.86 
2319.00 	0.71 	11630.26 	-39.61 	38.72 	18.81 
2320.00 	0.71 	11639.23 	-39.69 	38.69 	18.79 
2321.00 	0.71 	11648.24 	-39.75 	38.71 	18.76 
2322.00 	0.71 	11657.20 	-39.81 	38.68 	18.73 
2323.00 	0.71 	11666.19 	-39.87 	38.71 	18.71 
2324.00 	0.71 	11675.11 	-39.88 	38.68 	18.65 
2325.00 	0.71 	11683.98 	-39.97 	38.70 	18.64 
2326.00 	0.71 	11692.78 	-40.00 	38.68 	18.59 
2327.00 	0.71 	11701.51 	-40.06 	38.68 	18.57 
2328.00 	0.71 	11710.15 	-40.11 	38.68 	18.50 
2329.00 	0.71 	11718.80 	-40.14 	38.66 	18.47 
2330.00 	0.71 	11727.34 	-40.19 	38.68 	18.47 
2331.00 	0.71 	11735.78 	-40.27 	38.65 	18.43 
2332.00 	0.71 	11744.28 	-40.32 	38.67 	18.41 
2333.00 	0.70 	11752.75 	-40.32 	38.64 	18.36 
2334.00 	0.70 	11761.01 	-40.41 	38.66 	18.34 
2335.00 	0.70 	11769.20 	-40.46 	38.64 	18.30 
2336.00 	0.71 	11777.65 	-40.58 	38.65 	18.30 
2337.00 	0.71 	11785.76 	-40.66 	38.64 	18.21 
2338.00 	0.71 	11793.89 	-40.71 	38.63 	18.21 
2339.00 	0.71 	11801.87 	-40.82 	38.64 	18.17 
2340.00 	0.71 	11809.90 	-40.84 	38.62 	18.15 
2341.00 	0.71 	11817.77 	-40.96 	38.63 	18.11 
2342.00 	0.71 	11825.85 	-40.95 	38.61 	18.06 
2343.00 	0.71 	11833.97 	-41.07 	38.63 	18.05 
2344.00 	0.71 	11842.06 	-41.13 	38.60 	18.00 
2345.00 	0.71 	11850.04 	-41.19 	38.62 	18.00 
2346.00 	0.71 	11858.00 	-41.25 	38.60 	17.94 
2347.00 	0.71 	11866.01 	-41.33 	38.60 	17.92 
2348.00 	0.71 	11874.14 	-41.41 	38.60 	17.85 
2349.00 	0.71 	11882.33 	-41.51 	38.58 	17.83 
2350.00 	0.71 	11890.43 	-41.53 	38.60 	17.79 
2351.00 	0.71 	11898.61 	-41.63 	38.57 	17.77 
2352.00 	0.71 	11906.97 	-41.83 	38.60 	17.76 
2353.00 	0.71 	11915.32 	-41.86 	38.56 	17.71 
2354.00 	0.71 	11923.52 	-41.93 	38.58 	17.70 
2355.00 	0.71 	11931.92 	-42.05 	38.56 	17.63 
2356.00 	0.71 	11940.57 	-42.15 	38.57 	17.63 
2357.00 	0.71 	11949.11 	-42.25 	38.56 	17.57 
2358.00 	0.71 	11957.70 	-42.41 	38.55 	17.57 
2359.00 	0.71 	11966.52 	-42.43 	38.56 	17.51 
2360.00 	0.71 	11975.67 	-42.52 	38.54 	17.49 
2361.00 	0.72 	11984.96 	-42.61 	38.56 	17.47 
2362.00 	0.71 	11994.39 	-42.64 	38.53 	17.42 
2363.00 	0.71 	12004.15 	-42.63 	38.54 	17.40 
2364.00 	0.71 	12014.10 	-42.74 	38.53 	17.35 
2365.00 	0.71 	12023.96 	-42.80 	38.53 	17.35 
2366.00 	0.71 	12033.76 	-42.86 	38.52 	17.27 
2367.00 	0.71 	12043.60 	-42.86 	38.52 	17.27 
2368.00 	0.71 	12053.68 	-42.94 	38.52 	17.21 
2369.00 	0.71 	12063.71 	-42.94 	38.50 	17.18 
2370.00 	0.71 	12073.61 	-43.09 	38.52 	17.17 
2371.00 	0.71 	12083.64 	-43.12 	38.49 	17.11 
2372.00 	0.71 	12093.57 	-43.14 	38.51 	17.12 
2373.00 	0.71 	12103.47 	-43.28 	38.49 	17.06 
2374.00 	0.71 	12113.31 	-43.25 	38.49 	17.00 
2375.00 	0.71 	12123.31 	-43.37 	38.49 	16.97 
2376.00 	0.71 	12133.63 	-43.40 	38.47 	16.97 
2377.00 	0.71 	12144.06 	-43.50 	38.49 	16.93 
2378.00 	0.71 	12154.60 	-43.52 	38.46 	16.90 
2379.00 	0.71 	12165.36 	-43.60 	38.48 	16.88 
2380.00 	0.71 	12176.21 	-43.56 	38.45 	16.81 
2381.00 	0.72 	12186.90 	-43.80 	38.47 	16.82 
2382.00 	0.72 	12197.66 	-43.89 	38.45 	16.74 
2383.00 	0.72 	12208.38 	-43.91 	38.45 	16.74 
2384.00 	0.72 	12219.30 	-43.94 	38.44 	16.69 
2385.00 	0.72 	12230.82 	-43.98 	38.43 	16.67 
2386.00 	0.71 	12242.49 	-43.92 	38.44 	16.63 
2387.00 	0.71 	12254.03 	-43.98 	38.42 	16.60 
2388.00 	0.71 	12265.59 	-43.95 	38.44 	16.57 
2389.00 	0.71 	12277.18 	-43.97 	38.41 	16.53 
2390.00 	0.71 	12288.79 	-43.98 	38.43 	16.52 
2391.00 	0.72 	12300.10 	-44.07 	38.41 	16.45 
2392.00 	0.72 	12311.29 	-44.18 	38.42 	16.47 
2393.00 	0.72 	12322.65 	-44.13 	38.41 	16.40 
2394.00 	0.72 	12334.36 	-44.24 	38.40 	16.37 
2395.00 	0.72 	12345.90 	-44.36 	38.41 	16.33 
2396.00 	0.72 	12357.18 	-44.39 	38.38 	16.30 
2397.00 	0.72 	12368.72 	-44.43 	38.40 	16.28 
2398.00 	0.72 	12380.71 	-44.52 	38.37 	16.23 
2399.00 	0.72 	12392.87 	-44.67 	38.39 	16.22 
2400.00 	0.72 	12404.86 	-44.76 	38.36 	16.15 
2401.00 	0.72 	12416.87 	-44.84 	38.38 	16.15 
2402.00 	0.72 	12429.17 	-44.92 	38.36 	16.10 
2403.00 	0.72 	12441.72 	-44.95 	38.36 	16.09 
2404.00 	0.72 	12454.48 	-45.02 	38.36 	16.04 
2405.00 	0.72 	12467.44 	-45.09 	38.34 	16.01 
2406.00 	0.72 	12480.57 	-45.13 	38.36 	15.98 
2407.00 	0.72 	12493.56 	-45.15 	38.33 	15.96 
2408.00 	0.72 	12506.45 	-45.20 	38.35 	15.93 
2409.00 	0.72 	12519.46 	-45.26 	38.32 	15.87 
2410.00 	0.72 	12532.44 	-45.33 	38.34 	15.87 
2411.00 	0.72 	12545.20 	-45.37 	38.32 	15.80 
2412.00 	0.71 	12557.70 	-45.39 	38.33 	15.80 
2413.00 	0.71 	12570.18 	-45.43 	38.32 	15.74 
2414.00 	0.71 	12582.57 	-45.47 	38.31 	15.73 
2415.00 	0.71 	12594.91 	-45.52 	38.32 	15.68 
2416.00 	0.71 	12607.01 	-45.52 	38.29 	15.65 
2417.00 	0.71 	12618.59 	-45.55 	38.31 	15.63 
2418.00 	0.71 	12628.87 	-45.54 	38.28 	15.58 
2419.00 	0.71 	12637.41 	-45.56 	38.30 	15.58 
2420.00 	0.71 	12644.22 	-45.52 	38.28 	15.50 
2421.00 	0.71 	12649.52 	-45.60 	38.29 	15.51 
2422.00 	0.71 	12653.35 	-45.69 	38.27 	15.43 
2423.00 	0.71 	12655.50 	-45.74 	38.27 	15.44 
2424.00 	0.71 	12655.93 	-45.80 	38.27 	15.39 
2425.00 	0.71 	12655.16 	-45.91 	38.25 	15.36 
2426.00 	0.71 	12653.74 	-45.97 	38.27 	15.33 
2427.00 	0.71 	12652.26 	-46.01 	38.23 	15.29 
2428.00 	0.71 	12651.21 	-46.08 	38.26 	15.24 
2429.00 	0.71 	12650.83 	-46.11 	38.22 	15.20 
2430.00 	0.71 	12651.03 	-46.13 	38.24 	15.17 
2431.00 	0.70 	12651.49 	-46.11 	38.22 	15.12 
2432.00 	0.70 	12652.19 	-46.07 	38.23 	15.12 
2433.00 	0.70 	12653.63 	-46.03 	38.23 	15.05 
2434.00 	0.70 	12655.85 	-45.92 	38.22 	15.05 
2435.00 	0.70 	12658.53 	-45.86 	38.22 	14.98 
2436.00 	0.70 	12660.95 	-45.84 	38.20 	14.94 
2437.00 	0.69 	12663.16 	-45.82 	38.21 	14.93 
2438.00 	0.69 	12664.88 	-45.76 	38.19 	14.88 
2439.00 	0.69 	12666.00 	-45.75 	38.21 	14.86 
2440.00 	0.69 	12666.59 	-45.73 	38.18 	14.82 
2441.00 	0.69 	12666.88 	-45.70 	38.20 	14.80 
2442.00 	0.69 	12667.02 	-45.68 	38.17 	14.73 
2443.00 	0.69 	12667.13 	-45.67 	38.18 	14.73 
2444.00 	0.69 	12667.47 	-45.64 	38.17 	14.67 
2445.00 	0.68 	12668.02 	-45.65 	38.16 	14.66 
2446.00 	0.68 	12668.63 	-45.64 	38.16 	14.59 
2447.00 	0.68 	12669.24 	-45.62 	38.15 	14.56 
2448.00 	0.68 	12669.96 	-45.64 	38.16 	14.53 
2449.00 	0.68 	12670.81 	-45.64 	38.13 	14.48 
2450.00 	0.68 	12671.63 	-45.62 	38.15 	14.48 
2451.00 	0.68 	12672.24 	-45.68 	38.13 	14.40 
2452.00 	0.68 	12672.65 	-45.70 	38.14 	14.39 
2453.00 	0.68 	12672.71 	-45.77 	38.11 	14.32 
2454.00 	0.68 	12672.07 	-45.81 	38.13 	14.31 
2455.00 	0.68 	12670.81 	-45.90 	38.10 	14.25 
2456.00 	0.68 	12669.34 	-46.00 	38.11 	14.24 
2457.00 	0.67 	12668.20 	-46.02 	38.10 	14.17 
2458.00 	0.67 	12667.72 	-46.09 	38.10 	14.13 
2459.00 	0.67 	12667.79 	-46.12 	38.09 	14.03 
2460.00 	0.67 	12668.11 	-46.15 	38.08 	14.06 
