时间/s	马赫数	高度/m	外界大气温度/C	中央设备舱温度/C	前起舱温度/C
10513.00 	0.67 	11628.10 	-43.25 	16.91 	-22.27 
10514.00 	0.67 	11627.62 	-43.27 	16.91 	-22.25 
10515.00 	0.67 	11627.20 	-43.28 	16.92 	-22.25 
10516.00 	0.67 	11626.79 	-43.20 	16.92 	-22.26 
10517.00 	0.67 	11626.56 	-43.19 	16.91 	-22.27 
10518.00 	0.67 	11626.77 	-43.25 	16.90 	-22.26 
10519.00 	0.67 	11627.06 	-43.18 	16.91 	-22.25 
10520.00 	0.67 	11627.10 	-43.24 	16.92 	-22.25 
10521.00 	0.67 	11626.93 	-43.26 	16.91 	-22.26 
10522.00 	0.67 	11626.77 	-43.29 	16.90 	-22.26 
10523.00 	0.67 	11626.62 	-43.35 	16.89 	-22.25 
10524.00 	0.67 	11625.67 	-43.19 	16.90 	-22.25 
10525.00 	0.67 	11625.39 	-43.31 	16.91 	-22.25 
10526.00 	0.67 	11625.64 	-43.29 	16.90 	-22.26 
10527.00 	0.67 	11625.67 	-43.27 	16.89 	-22.26 
10528.00 	0.67 	11625.81 	-43.23 	16.89 	-22.25 
10529.00 	0.67 	11625.83 	-43.10 	16.90 	-22.24 
10530.00 	0.67 	11626.48 	-43.03 	16.90 	-22.25 
10531.00 	0.67 	11627.43 	-42.98 	16.88 	-22.26 
10532.00 	0.67 	11628.44 	-43.05 	16.88 	-22.25 
10533.00 	0.67 	11629.24 	-43.04 	16.89 	-22.24 
10534.00 	0.67 	11629.31 	-43.13 	16.89 	-22.25 
10535.00 	0.67 	11628.41 	-43.15 	16.89 	-22.26 
10536.00 	0.67 	11627.37 	-43.12 	16.87 	-22.26 
10537.00 	0.67 	11626.17 	-43.20 	16.87 	-22.25 
10538.00 	0.67 	11626.02 	-43.01 	16.88 	-22.24 
10539.00 	0.67 	11625.67 	-43.18 	16.88 	-22.25 
10540.00 	0.67 	11625.64 	-42.95 	16.88 	-22.25 
10541.00 	0.67 	11625.96 	-42.94 	16.86 	-22.26 
10542.00 	0.67 	11626.64 	-42.91 	16.87 	-22.25 
10543.00 	0.67 	11627.79 	-42.91 	16.88 	-22.24 
10544.00 	0.67 	11628.78 	-42.89 	16.88 	-22.25 
10545.00 	0.67 	11629.28 	-42.89 	16.86 	-22.25 
10546.00 	0.67 	11629.63 	-42.89 	16.85 	-22.25 
10547.00 	0.67 	11629.95 	-42.96 	16.86 	-22.24 
10548.00 	0.67 	11628.96 	-42.94 	16.87 	-22.24 
10549.00 	0.67 	11628.15 	-42.95 	16.86 	-22.25 
10550.00 	0.67 	11627.37 	-42.97 	16.85 	-22.26 
10551.00 	0.67 	11626.54 	-43.05 	16.85 	-22.25 
10552.00 	0.67 	11625.57 	-42.97 	16.86 	-22.24 
10553.00 	0.67 	11624.94 	-42.94 	16.86 	-22.24 
10554.00 	0.67 	11624.97 	-42.92 	16.85 	-22.25 
10555.00 	0.67 	11625.73 	-42.90 	16.84 	-22.26 
10556.00 	0.67 	11626.94 	-42.93 	16.84 	-22.24 
10557.00 	0.67 	11627.89 	-42.93 	16.85 	-22.24 
10558.00 	0.67 	11628.51 	-42.94 	16.85 	-22.24 
10559.00 	0.67 	11628.75 	-42.94 	16.84 	-22.26 
10560.00 	0.67 	11628.65 	-42.96 	16.83 	-22.25 
10561.00 	0.67 	11628.35 	-42.97 	16.84 	-22.24 
10562.00 	0.67 	11628.17 	-43.02 	16.85 	-22.24 
10563.00 	0.67 	11627.86 	-43.06 	16.84 	-22.25 
10564.00 	0.67 	11627.62 	-43.07 	16.83 	-22.26 
10565.00 	0.67 	11627.46 	-43.09 	16.82 	-22.25 
10566.00 	0.67 	11627.38 	-43.13 	16.83 	-22.24 
10567.00 	0.67 	11627.25 	-43.13 	16.83 	-22.24 
10568.00 	0.67 	11627.26 	-43.12 	16.83 	-22.25 
10569.00 	0.67 	11627.41 	-43.18 	16.82 	-22.26 
10570.00 	0.67 	11627.68 	-43.19 	16.82 	-22.24 
10571.00 	0.67 	11627.99 	-43.26 	16.83 	-22.24 
10572.00 	0.67 	11628.21 	-43.26 	16.82 	-22.25 
10573.00 	0.67 	11628.21 	-43.32 	16.81 	-22.26 
10574.00 	0.67 	11628.12 	-43.34 	16.81 	-22.25 
10575.00 	0.67 	11628.04 	-43.35 	16.81 	-22.24 
10576.00 	0.67 	11627.90 	-43.39 	16.82 	-22.25 
10577.00 	0.67 	11627.72 	-43.47 	16.81 	-22.26 
10578.00 	0.67 	11627.33 	-43.47 	16.80 	-22.26 
10579.00 	0.67 	11627.03 	-43.46 	16.80 	-22.25 
10580.00 	0.67 	11627.19 	-43.49 	16.81 	-22.25 
10581.00 	0.67 	11627.44 	-43.49 	16.80 	-22.25 
10582.00 	0.67 	11627.70 	-43.58 	16.80 	-22.26 
10583.00 	0.67 	11627.91 	-43.56 	16.79 	-22.26 
10584.00 	0.67 	11627.72 	-43.58 	16.79 	-22.25 
10585.00 	0.67 	11627.71 	-43.60 	16.80 	-22.25 
10586.00 	0.67 	11628.31 	-43.58 	16.80 	-22.26 
10587.00 	0.67 	11628.58 	-43.66 	16.78 	-22.26 
10588.00 	0.67 	11628.88 	-43.65 	16.78 	-22.25 
10589.00 	0.67 	11628.85 	-43.68 	16.79 	-22.25 
10590.00 	0.67 	11628.89 	-43.68 	16.79 	-22.25 
10591.00 	0.67 	11629.19 	-43.66 	16.78 	-22.26 
10592.00 	0.67 	11629.39 	-43.65 	16.77 	-22.26 
10593.00 	0.67 	11629.74 	-43.63 	16.78 	-22.25 
10594.00 	0.67 	11629.89 	-43.64 	16.78 	-22.25 
10595.00 	0.67 	11629.92 	-43.63 	16.78 	-22.26 
10596.00 	0.67 	11629.83 	-43.64 	16.77 	-22.27 
10597.00 	0.67 	11629.16 	-43.64 	16.76 	-22.26 
10598.00 	0.67 	11628.70 	-43.63 	16.77 	-22.25 
10599.00 	0.67 	11628.74 	-43.61 	16.78 	-22.25 
10600.00 	0.67 	11628.97 	-43.66 	16.77 	-22.26 
10601.00 	0.67 	11629.09 	-43.69 	16.76 	-22.27 
10602.00 	0.67 	11629.15 	-43.68 	16.76 	-22.26 
10603.00 	0.67 	11629.07 	-43.73 	16.77 	-22.25 
10604.00 	0.67 	11628.93 	-43.78 	16.77 	-22.26 
10605.00 	0.67 	11628.83 	-43.77 	16.76 	-22.27 
10606.00 	0.67 	11628.84 	-43.81 	16.75 	-22.27 
10607.00 	0.67 	11629.04 	-43.82 	16.76 	-22.25 
10608.00 	0.67 	11629.16 	-43.84 	16.76 	-22.26 
10609.00 	0.67 	11629.45 	-43.87 	16.76 	-22.27 
10610.00 	0.67 	11629.41 	-43.90 	16.74 	-22.28 
10611.00 	0.67 	11629.57 	-43.95 	16.74 	-22.26 
10612.00 	0.67 	11629.86 	-44.04 	16.76 	-22.26 
10613.00 	0.67 	11629.83 	-44.03 	16.75 	-22.26 
10614.00 	0.67 	11629.81 	-44.09 	16.74 	-22.27 
10615.00 	0.67 	11629.76 	-44.15 	16.73 	-22.27 
10616.00 	0.67 	11629.72 	-44.25 	16.74 	-22.26 
10617.00 	0.67 	11629.46 	-44.31 	16.75 	-22.26 
10618.00 	0.67 	11629.08 	-44.38 	16.74 	-22.27 
10619.00 	0.67 	11628.81 	-44.34 	16.73 	-22.28 
10620.00 	0.67 	11628.79 	-44.40 	16.73 	-22.27 
10621.00 	0.67 	11629.13 	-44.47 	16.74 	-22.26 
10622.00 	0.67 	11629.26 	-44.41 	16.74 	-22.27 
10623.00 	0.67 	11629.51 	-44.48 	16.73 	-22.28 
10624.00 	0.67 	11629.80 	-44.58 	16.72 	-22.27 
10625.00 	0.67 	11629.92 	-44.53 	16.73 	-22.26 
10626.00 	0.67 	11629.94 	-44.58 	16.74 	-22.26 
10627.00 	0.67 	11630.10 	-44.65 	16.73 	-22.28 
10628.00 	0.67 	11630.11 	-44.62 	16.72 	-22.28 
10629.00 	0.67 	11629.87 	-44.65 	16.72 	-22.27 
10630.00 	0.67 	11629.82 	-44.60 	16.73 	-22.26 
10631.00 	0.67 	11629.83 	-44.57 	16.73 	-22.27 
10632.00 	0.67 	11630.15 	-44.63 	16.72 	-22.28 
10633.00 	0.67 	11630.48 	-44.63 	16.71 	-22.28 
10634.00 	0.67 	11630.62 	-44.65 	16.72 	-22.26 
10635.00 	0.67 	11630.63 	-44.67 	16.73 	-22.27 
10636.00 	0.67 	11630.60 	-44.71 	16.71 	-22.29 
10637.00 	0.67 	11630.55 	-44.71 	16.71 	-22.29 
10638.00 	0.67 	11630.39 	-44.75 	16.71 	-22.28 
10639.00 	0.67 	11630.35 	-44.76 	16.72 	-22.27 
10640.00 	0.67 	11630.37 	-44.77 	16.71 	-22.29 
10641.00 	0.67 	11630.37 	-44.72 	16.70 	-22.29 
10642.00 	0.67 	11630.34 	-44.75 	16.70 	-22.28 
10643.00 	0.67 	11630.43 	-44.72 	16.71 	-22.28 
10644.00 	0.67 	11630.44 	-44.73 	16.72 	-22.28 
10645.00 	0.67 	11630.47 	-44.72 	16.70 	-22.30 
10646.00 	0.67 	11630.47 	-44.69 	16.69 	-22.29 
10647.00 	0.67 	11630.30 	-44.67 	16.70 	-22.28 
10648.00 	0.67 	11630.40 	-44.65 	16.70 	-22.28 
10649.00 	0.67 	11630.58 	-44.65 	16.70 	-22.29 
10650.00 	0.67 	11630.79 	-44.65 	16.69 	-22.30 
10651.00 	0.67 	11630.94 	-44.70 	16.69 	-22.29 
10652.00 	0.67 	11630.99 	-44.66 	16.69 	-22.28 
10653.00 	0.67 	11630.86 	-44.64 	16.69 	-22.29 
10654.00 	0.67 	11630.77 	-44.63 	16.69 	-22.30 
10655.00 	0.67 	11630.74 	-44.61 	16.68 	-22.30 
10656.00 	0.67 	11630.69 	-44.63 	16.69 	-22.29 
10657.00 	0.67 	11630.64 	-44.61 	16.69 	-22.29 
10658.00 	0.67 	11630.97 	-44.54 	16.68 	-22.30 
10659.00 	0.67 	11631.01 	-44.54 	16.67 	-22.30 
10660.00 	0.67 	11631.08 	-44.54 	16.68 	-22.29 
10661.00 	0.67 	11631.12 	-44.54 	16.69 	-22.29 
10662.00 	0.67 	11631.19 	-44.54 	16.68 	-22.30 
10663.00 	0.67 	11631.29 	-44.59 	16.67 	-22.31 
10664.00 	0.67 	11631.36 	-44.64 	16.66 	-22.30 
10665.00 	0.67 	11631.12 	-44.69 	16.68 	-22.29 
10666.00 	0.67 	11630.56 	-44.72 	16.68 	-22.30 
10667.00 	0.68 	11629.98 	-44.75 	16.67 	-22.32 
10668.00 	0.68 	11629.72 	-44.75 	16.66 	-22.31 
10669.00 	0.67 	11629.85 	-44.68 	16.67 	-22.29 
10670.00 	0.67 	11630.36 	-44.63 	16.67 	-22.30 
10671.00 	0.67 	11631.27 	-44.61 	16.67 	-22.31 
10672.00 	0.67 	11632.21 	-44.57 	16.65 	-22.32 
10673.00 	0.67 	11632.83 	-44.56 	16.66 	-22.30 
10674.00 	0.67 	11633.08 	-44.49 	16.67 	-22.30 
10675.00 	0.67 	11632.83 	-44.46 	16.66 	-22.32 
10676.00 	0.67 	11632.39 	-44.42 	16.65 	-22.32 
10677.00 	0.67 	11632.02 	-44.40 	16.65 	-22.31 
10678.00 	0.67 	11632.01 	-44.32 	16.66 	-22.30 
10679.00 	0.67 	11631.92 	-44.30 	16.65 	-22.32 
10680.00 	0.67 	11632.17 	-44.35 	16.65 	-22.33 
10681.00 	0.67 	11632.50 	-44.29 	16.64 	-22.32 
10682.00 	0.67 	11632.70 	-44.30 	16.65 	-22.31 
10683.00 	0.67 	11632.86 	-44.26 	16.65 	-22.32 
10684.00 	0.67 	11633.05 	-44.27 	16.64 	-22.33 
10685.00 	0.67 	11633.16 	-44.27 	16.63 	-22.32 
10686.00 	0.67 	11633.27 	-44.27 	16.65 	-22.31 
10687.00 	0.67 	11633.28 	-44.30 	16.65 	-22.32 
10688.00 	0.67 	11633.20 	-44.28 	16.64 	-22.33 
10689.00 	0.67 	11633.01 	-44.29 	16.63 	-22.33 
10690.00 	0.67 	11632.87 	-44.32 	16.64 	-22.32 
10691.00 	0.67 	11632.80 	-44.33 	16.64 	-22.33 
10692.00 	0.67 	11632.62 	-44.38 	16.63 	-22.34 
10693.00 	0.67 	11632.39 	-44.40 	16.62 	-22.34 
10694.00 	0.67 	11632.27 	-44.33 	16.63 	-22.33 
10695.00 	0.67 	11632.30 	-44.28 	16.64 	-22.33 
10696.00 	0.67 	11632.56 	-44.24 	16.63 	-22.34 
10697.00 	0.67 	11632.99 	-44.21 	16.62 	-22.34 
10698.00 	0.67 	11633.50 	-44.19 	16.62 	-22.33 
10699.00 	0.67 	11633.87 	-44.26 	16.63 	-22.33 
10700.00 	0.67 	11634.01 	-44.40 	16.63 	-22.35 
10701.00 	0.67 	11633.55 	-44.35 	16.61 	-22.35 
10702.00 	0.67 	11632.79 	-44.31 	16.62 	-22.34 
10703.00 	0.67 	11632.34 	-44.34 	16.62 	-22.34 
10704.00 	0.67 	11632.20 	-44.38 	16.62 	-22.36 
10705.00 	0.67 	11632.24 	-44.37 	16.61 	-22.36 
10706.00 	0.67 	11632.47 	-44.39 	16.61 	-22.35 
10707.00 	0.67 	11632.72 	-44.38 	16.62 	-22.35 
10708.00 	0.67 	11632.62 	-44.40 	16.62 	-22.36 
10709.00 	0.67 	11632.84 	-44.37 	16.60 	-22.37 
10710.00 	0.67 	11632.92 	-44.40 	16.60 	-22.36 
10711.00 	0.67 	11633.03 	-44.34 	16.61 	-22.35 
10712.00 	0.67 	11633.09 	-44.43 	16.61 	-22.37 
10713.00 	0.67 	11633.02 	-44.43 	16.59 	-22.38 
10714.00 	0.67 	11632.79 	-44.41 	16.59 	-22.37 
10715.00 	0.67 	11632.64 	-44.33 	16.60 	-22.36 
10716.00 	0.67 	11632.77 	-44.38 	16.60 	-22.37 
10717.00 	0.67 	11633.21 	-44.39 	16.59 	-22.39 
10718.00 	0.67 	11633.53 	-44.40 	16.58 	-22.38 
10719.00 	0.67 	11633.55 	-44.43 	16.59 	-22.37 
10720.00 	0.67 	11633.31 	-44.47 	16.59 	-22.38 
10721.00 	0.67 	11632.93 	-44.47 	16.58 	-22.39 
10722.00 	0.67 	11632.62 	-44.52 	16.57 	-22.39 
10723.00 	0.67 	11632.38 	-44.56 	16.58 	-22.38 
10724.00 	0.67 	11632.08 	-44.55 	16.59 	-22.38 
10725.00 	0.67 	11631.85 	-44.55 	16.58 	-22.40 
10726.00 	0.67 	11631.79 	-44.62 	16.57 	-22.39 
10727.00 	0.67 	11631.89 	-44.59 	16.58 	-22.38 
10728.00 	0.67 	11632.04 	-44.55 	16.58 	-22.39 
10729.00 	0.67 	11632.23 	-44.50 	16.57 	-22.41 
10730.00 	0.67 	11632.67 	-44.45 	16.56 	-22.40 
10731.00 	0.67 	11633.32 	-44.49 	16.57 	-22.39 
10732.00 	0.67 	11633.63 	-44.54 	16.57 	-22.40 
10733.00 	0.67 	11633.91 	-44.58 	16.56 	-22.41 
10734.00 	0.67 	11633.69 	-44.66 	16.55 	-22.40 
10735.00 	0.67 	11633.15 	-44.71 	16.57 	-22.39 
10736.00 	0.67 	11632.43 	-44.72 	16.56 	-22.41 
10737.00 	0.67 	11631.62 	-44.76 	16.55 	-22.41 
10738.00 	0.67 	11630.99 	-44.78 	16.55 	-22.41 
10739.00 	0.67 	11630.46 	-44.78 	16.56 	-22.40 
10740.00 	0.67 	11629.96 	-44.81 	16.56 	-22.41 
10741.00 	0.67 	11629.79 	-44.72 	16.55 	-22.42 
10742.00 	0.67 	11630.35 	-44.76 	16.54 	-22.41 
10743.00 	0.67 	11630.96 	-44.77 	16.56 	-22.41 
10744.00 	0.67 	11631.55 	-44.81 	16.55 	-22.42 
10745.00 	0.67 	11631.94 	-44.71 	16.53 	-22.43 
10746.00 	0.67 	11632.12 	-44.68 	16.54 	-22.42 
10747.00 	0.67 	11632.39 	-44.62 	16.54 	-22.41 
10748.00 	0.67 	11632.82 	-44.63 	16.54 	-22.43 
10749.00 	0.67 	11632.71 	-44.59 	16.53 	-22.44 
10750.00 	0.67 	11632.43 	-44.52 	16.53 	-22.43 
10751.00 	0.67 	11632.14 	-44.53 	16.54 	-22.43 
10752.00 	0.67 	11631.99 	-44.53 	16.53 	-22.45 
10753.00 	0.67 	11631.99 	-44.54 	16.52 	-22.44 
10754.00 	0.67 	11631.99 	-44.56 	16.53 	-22.43 
10755.00 	0.67 	11632.03 	-44.62 	16.53 	-22.44 
10756.00 	0.67 	11631.96 	-44.62 	16.52 	-22.45 
10757.00 	0.67 	11631.86 	-44.65 	16.52 	-22.45 
10758.00 	0.67 	11631.74 	-44.60 	16.52 	-22.44 
10759.00 	0.67 	11631.70 	-44.61 	16.53 	-22.45 
10760.00 	0.67 	11631.88 	-44.62 	16.51 	-22.46 
10761.00 	0.67 	11632.02 	-44.62 	16.51 	-22.45 
10762.00 	0.67 	11632.21 	-44.59 	16.52 	-22.44 
10763.00 	0.67 	11632.55 	-44.65 	16.52 	-22.46 
10764.00 	0.67 	11632.84 	-44.60 	16.50 	-22.47 
10765.00 	0.67 	11632.94 	-44.60 	16.50 	-22.46 
10766.00 	0.67 	11632.97 	-44.57 	16.51 	-22.46 
10767.00 	0.67 	11632.97 	-44.59 	16.51 	-22.47 
10768.00 	0.67 	11632.90 	-44.55 	16.50 	-22.47 
10769.00 	0.67 	11632.82 	-44.57 	16.50 	-22.46 
10770.00 	0.67 	11632.75 	-44.52 	16.51 	-22.46 
10771.00 	0.67 	11632.65 	-44.58 	16.50 	-22.48 
10772.00 	0.67 	11632.65 	-44.54 	16.49 	-22.48 
10773.00 	0.67 	11632.46 	-44.50 	16.50 	-22.47 
10774.00 	0.67 	11632.27 	-44.54 	16.50 	-22.47 
10775.00 	0.67 	11632.30 	-44.52 	16.49 	-22.49 
10776.00 	0.67 	11632.31 	-44.55 	16.49 	-22.48 
10777.00 	0.67 	11632.04 	-44.54 	16.49 	-22.47 
10778.00 	0.67 	11632.14 	-44.50 	16.49 	-22.48 
10779.00 	0.67 	11632.09 	-44.55 	16.48 	-22.50 
10780.00 	0.67 	11632.25 	-44.49 	16.48 	-22.49 
10781.00 	0.67 	11632.35 	-44.49 	16.49 	-22.48 
10782.00 	0.67 	11632.53 	-44.53 	16.48 	-22.50 
10783.00 	0.67 	11632.45 	-44.45 	16.47 	-22.50 
10784.00 	0.67 	11632.38 	-44.45 	16.48 	-22.49 
10785.00 	0.67 	11632.39 	-44.51 	16.48 	-22.49 
10786.00 	0.67 	11632.39 	-44.39 	16.47 	-22.51 
10787.00 	0.67 	11632.30 	-44.41 	16.47 	-22.51 
10788.00 	0.67 	11632.88 	-44.41 	16.48 	-22.50 
10789.00 	0.67 	11633.05 	-44.39 	16.48 	-22.51 
10790.00 	0.67 	11633.36 	-44.43 	16.47 	-22.52 
10791.00 	0.67 	11633.60 	-44.35 	16.46 	-22.51 
10792.00 	0.67 	11633.60 	-44.44 	16.48 	-22.51 
10793.00 	0.67 	11633.53 	-44.39 	16.47 	-22.52 
10794.00 	0.67 	11633.47 	-44.36 	16.45 	-22.53 
10795.00 	0.67 	11633.67 	-44.37 	16.47 	-22.52 
10796.00 	0.67 	11633.89 	-44.35 	16.47 	-22.52 
10797.00 	0.67 	11634.09 	-44.34 	16.46 	-22.54 
10798.00 	0.67 	11634.03 	-44.45 	16.45 	-22.53 
10799.00 	0.67 	11633.89 	-44.46 	16.46 	-22.52 
10800.00 	0.67 	11633.34 	-44.46 	16.46 	-22.54 
10801.00 	0.67 	11632.71 	-44.49 	16.44 	-22.54 
10802.00 	0.67 	11632.14 	-44.51 	16.45 	-22.53 
10803.00 	0.67 	11631.80 	-44.43 	16.46 	-22.53 
10804.00 	0.67 	11631.92 	-44.45 	16.44 	-22.55 
10805.00 	0.67 	11632.36 	-44.31 	16.43 	-22.54 
10806.00 	0.66 	11633.33 	-44.19 	16.45 	-22.53 
10807.00 	0.67 	11634.53 	-44.25 	16.44 	-22.55 
10808.00 	0.67 	11635.51 	-44.40 	16.43 	-22.55 
10809.00 	0.67 	11635.43 	-44.45 	16.44 	-22.54 
10810.00 	0.67 	11634.36 	-44.52 	16.44 	-22.55 
10811.00 	0.67 	11633.06 	-44.74 	16.43 	-22.57 
10812.00 	0.67 	11631.42 	-44.65 	16.42 	-22.56 
10813.00 	0.68 	11629.95 	-44.99 	16.43 	-22.55 
10814.00 	0.67 	11629.95 	-44.82 	16.43 	-22.56 
10815.00 	0.67 	11630.27 	-44.61 	16.42 	-22.57 
10816.00 	0.67 	11631.76 	-44.80 	16.43 	-22.55 
10817.00 	0.67 	11634.22 	-44.67 	16.43 	-22.56 
10818.00 	0.67 	11636.00 	-44.71 	16.41 	-22.57 
10819.00 	0.67 	11637.13 	-44.78 	16.41 	-22.57 
10820.00 	0.67 	11637.61 	-44.87 	16.42 	-22.56 
10821.00 	0.67 	11637.13 	-44.80 	16.42 	-22.58 
10822.00 	0.67 	11636.32 	-44.95 	16.40 	-22.58 
10823.00 	0.67 	11635.66 	-45.03 	16.41 	-22.57 
10824.00 	0.67 	11634.88 	-45.09 	16.41 	-22.58 
10825.00 	0.67 	11634.27 	-45.16 	16.40 	-22.59 
10826.00 	0.67 	11633.87 	-45.17 	16.40 	-22.58 
10827.00 	0.67 	11633.90 	-45.20 	16.41 	-22.58 
10828.00 	0.67 	11634.00 	-45.26 	16.40 	-22.60 
10829.00 	0.67 	11634.54 	-45.26 	16.39 	-22.59 
10830.00 	0.66 	11635.14 	-45.28 	16.41 	-22.58 
10831.00 	0.67 	11636.08 	-45.52 	16.40 	-22.60 
10832.00 	0.67 	11636.45 	-45.56 	16.38 	-22.60 
10833.00 	0.67 	11635.77 	-45.54 	16.39 	-22.59 
10834.00 	0.67 	11635.46 	-45.73 	16.40 	-22.59 
10835.00 	0.67 	11635.33 	-45.87 	16.38 	-22.61 
10836.00 	0.67 	11634.61 	-46.06 	16.38 	-22.60 
10837.00 	0.67 	11633.50 	-46.15 	16.40 	-22.60 
10838.00 	0.67 	11632.61 	-46.17 	16.38 	-22.61 
10839.00 	0.67 	11631.87 	-46.26 	16.37 	-22.61 
10840.00 	0.67 	11632.05 	-46.32 	16.38 	-22.60 
10841.00 	0.67 	11632.38 	-46.42 	16.38 	-22.62 
10842.00 	0.67 	11633.02 	-46.45 	16.37 	-22.62 
10843.00 	0.67 	11633.63 	-46.45 	16.37 	-22.61 
10844.00 	0.67 	11634.05 	-46.59 	16.38 	-22.62 
10845.00 	0.67 	11634.10 	-46.59 	16.36 	-22.63 
10846.00 	0.67 	11633.89 	-46.71 	16.37 	-22.62 
10847.00 	0.67 	11633.54 	-46.79 	16.37 	-22.62 
10848.00 	0.67 	11633.37 	-46.78 	16.36 	-22.64 
10849.00 	0.67 	11633.34 	-46.84 	16.35 	-22.63 
10850.00 	0.67 	11633.31 	-46.81 	16.37 	-22.62 
10851.00 	0.67 	11633.39 	-46.75 	16.36 	-22.64 
10852.00 	0.67 	11633.84 	-46.81 	16.35 	-22.65 
10853.00 	0.67 	11634.53 	-46.75 	16.36 	-22.63 
10854.00 	0.67 	11634.96 	-46.69 	16.36 	-22.65 
10855.00 	0.67 	11635.14 	-46.65 	16.35 	-22.66 
10856.00 	0.67 	11635.72 	-46.63 	16.35 	-22.64 
10857.00 	0.67 	11636.17 	-46.72 	16.36 	-22.65 
10858.00 	0.67 	11636.39 	-46.69 	16.34 	-22.66 
10859.00 	0.67 	11636.23 	-46.57 	16.34 	-22.65 
10860.00 	0.67 	11635.79 	-46.58 	16.35 	-22.65 
10861.00 	0.67 	11635.96 	-46.69 	16.34 	-22.67 
10862.00 	0.67 	11635.97 	-46.65 	16.34 	-22.66 
10863.00 	0.67 	11635.31 	-46.71 	16.34 	-22.66 
10864.00 	0.67 	11634.55 	-46.71 	16.34 	-22.67 
10865.00 	0.67 	11634.09 	-46.76 	16.33 	-22.68 
10866.00 	0.67 	11633.90 	-46.82 	16.34 	-22.67 
10867.00 	0.67 	11633.60 	-46.81 	16.34 	-22.68 
10868.00 	0.67 	11633.30 	-46.78 	16.32 	-22.68 
10869.00 	0.67 	11633.60 	-46.79 	16.33 	-22.67 
10870.00 	0.67 	11634.02 	-46.72 	16.34 	-22.68 
10871.00 	0.67 	11634.26 	-46.76 	16.32 	-22.70 
10872.00 	0.67 	11634.53 	-46.62 	16.32 	-22.68 
10873.00 	0.67 	11635.18 	-46.48 	16.33 	-22.69 
10874.00 	0.67 	11636.38 	-46.47 	16.32 	-22.70 
10875.00 	0.67 	11638.41 	-46.51 	16.31 	-22.70 
10876.00 	0.66 	11640.38 	-46.35 	16.33 	-22.69 
10877.00 	0.66 	11641.97 	-46.02 	16.32 	-22.71 
10878.00 	0.66 	11644.01 	-46.08 	16.31 	-22.70 
10879.00 	0.66 	11646.23 	-46.04 	16.33 	-22.70 
10880.00 	0.66 	11647.21 	-45.87 	16.32 	-22.71 
10881.00 	0.65 	11647.67 	-45.80 	16.30 	-22.71 
10882.00 	0.66 	11647.92 	-45.83 	16.32 	-22.70 
10883.00 	0.65 	11648.35 	-45.70 	16.31 	-22.72 
10884.00 	0.65 	11648.26 	-45.69 	16.30 	-22.72 
10885.00 	0.65 	11648.43 	-45.52 	16.31 	-22.70 
10886.00 	0.65 	11648.74 	-45.47 	16.31 	-22.72 
10887.00 	0.65 	11649.26 	-45.46 	16.30 	-22.73 
10888.00 	0.64 	11650.25 	-45.29 	16.31 	-22.71 
10889.00 	0.64 	11650.74 	-45.19 	16.31 	-22.73 
10890.00 	0.64 	11651.85 	-45.19 	16.29 	-22.74 
10891.00 	0.64 	11653.24 	-45.16 	16.30 	-22.72 
10892.00 	0.64 	11654.32 	-45.16 	16.31 	-22.74 
10893.00 	0.63 	11655.31 	-45.10 	16.29 	-22.74 
10894.00 	0.64 	11655.91 	-45.15 	16.30 	-22.73 
10895.00 	0.63 	11656.31 	-45.11 	16.30 	-22.74 
10896.00 	0.63 	11656.52 	-44.98 	16.29 	-22.75 
10897.00 	0.63 	11656.35 	-44.92 	16.29 	-22.74 
10898.00 	0.63 	11656.42 	-44.79 	16.30 	-22.75 
10899.00 	0.63 	11656.86 	-44.71 	16.28 	-22.76 
10900.00 	0.62 	11657.57 	-44.47 	16.29 	-22.75 
10901.00 	0.63 	11657.77 	-44.60 	16.29 	-22.76 
10902.00 	0.62 	11658.91 	-44.57 	16.28 	-22.77 
10903.00 	0.62 	11659.50 	-44.44 	16.28 	-22.76 
10904.00 	0.62 	11659.40 	-44.46 	16.29 	-22.77 
10905.00 	0.62 	11659.21 	-44.48 	16.27 	-22.78 
10906.00 	0.62 	11658.64 	-44.49 	16.28 	-22.77 
10907.00 	0.62 	11657.67 	-44.48 	16.28 	-22.78 
10908.00 	0.62 	11656.84 	-44.46 	16.26 	-22.80 
10909.00 	0.62 	11656.06 	-44.34 	16.27 	-22.78 
10910.00 	0.62 	11655.51 	-44.32 	16.28 	-22.79 
10911.00 	0.62 	11655.53 	-44.25 	16.26 	-22.80 
10912.00 	0.62 	11656.36 	-44.15 	16.26 	-22.79 
10913.00 	0.62 	11655.63 	-44.15 	16.27 	-22.80 
10914.00 	0.62 	11655.87 	-44.16 	16.25 	-22.81 
10915.00 	0.62 	11656.13 	-44.14 	16.26 	-22.80 
10916.00 	0.62 	11656.25 	-44.10 	16.26 	-22.81 
10917.00 	0.62 	11656.33 	-44.08 	16.24 	-22.83 
10918.00 	0.62 	11656.35 	-44.07 	16.25 	-22.81 
10919.00 	0.62 	11656.39 	-44.06 	16.26 	-22.83 
10920.00 	0.62 	11656.46 	-44.07 	16.24 	-22.84 
10921.00 	0.62 	11656.55 	-44.03 	16.25 	-22.82 
10922.00 	0.62 	11656.77 	-44.10 	16.25 	-22.84 
