 time,Q,Q_aero,Q_solar
        1564 ,  -2323.007     ,  -2744.093     ,   263.0862    
        1565 ,  -2322.595     ,  -2743.681     ,   263.0862    
        1566 ,  -2322.276     ,  -2743.362     ,   263.0862    
        1567 ,  -2324.162     ,  -2745.248     ,   263.0862    
        1568 ,  -2323.425     ,  -2744.511     ,   263.0862    
        1569 ,  -2323.007     ,  -2744.093     ,   263.0862    
        1570 ,  -2322.588     ,  -2743.674     ,   263.0862    
        1571 ,  -2321.760     ,  -2742.847     ,   263.0862    
        1572 ,  -2321.436     ,  -2742.522     ,   263.0862    
        1573 ,  -2321.024     ,  -2742.110     ,   263.0862    
        1574 ,  -2321.341     ,  -2742.427     ,   263.0862    
        1575 ,  -2322.162     ,  -2743.249     ,   263.0862    
        1576 ,  -2321.746     ,  -2742.832     ,   263.0862    
        1577 ,  -2321.748     ,  -2742.834     ,   263.0862    
        1578 ,  -2322.165     ,  -2743.251     ,   263.0862    
        1579 ,  -2322.583     ,  -2743.669     ,   263.0862    
        1580 ,  -2321.761     ,  -2742.848     ,   263.0862    
        1581 ,  -2322.587     ,  -2743.673     ,   263.0862    
        1582 ,  -2322.907     ,  -2743.993     ,   263.0862    
        1583 ,  -2322.580     ,  -2743.667     ,   263.0862    
        1584 ,  -2321.753     ,  -2742.839     ,   263.0862    
        1585 ,  -2321.753     ,  -2742.839     ,   263.0862    
        1586 ,  -2323.314     ,  -2744.400     ,   263.0862    
        1587 ,  -2322.898     ,  -2743.985     ,   263.0862    
        1588 ,  -2322.897     ,  -2743.983     ,   263.0862    
        1589 ,  -2324.046     ,  -2745.133     ,   263.0862    
        1590 ,  -2325.287     ,  -2746.374     ,   263.0862    
        1591 ,  -2326.440     ,  -2747.526     ,   263.0862    
        1592 ,  -2326.123     ,  -2747.209     ,   263.0862    
        1593 ,  -2324.979     ,  -2746.066     ,   263.0862    
        1594 ,  -2323.740     ,  -2744.826     ,   263.0862    
        1595 ,  -2324.150     ,  -2745.236     ,   263.0862    
        1596 ,  -2322.903     ,  -2743.990     ,   263.0862    
        1597 ,  -2324.047     ,  -2745.133     ,   263.0862    
        1598 ,  -2323.311     ,  -2744.397     ,   263.0862    
        1599 ,  -2323.314     ,  -2744.401     ,   263.0862    
        1600 ,  -2322.904     ,  -2743.990     ,   263.0862    
        1601 ,  -2324.144     ,  -2745.230     ,   263.0862    
        1602 ,  -2325.704     ,  -2746.790     ,   263.0862    
        1603 ,  -2328.000     ,  -2749.086     ,   263.0862    
        1604 ,  -2324.879     ,  -2745.965     ,   263.0862    
        1605 ,  -2326.858     ,  -2747.944     ,   263.0862    
        1606 ,  -2324.150     ,  -2745.236     ,   263.0862    
        1607 ,  -2322.176     ,  -2743.262     ,   263.0862    
        1608 ,  -2323.324     ,  -2744.411     ,   263.0862    
        1609 ,  -2321.024     ,  -2742.110     ,   263.0862    
        1610 ,  -2319.044     ,  -2740.130     ,   263.0862    
        1611 ,  -2321.752     ,  -2742.838     ,   263.0862    
        1612 ,  -2321.338     ,  -2742.424     ,   263.0862    
        1613 ,  -2320.190     ,  -2741.276     ,   263.0862    
        1614 ,  -2320.189     ,  -2741.276     ,   263.0862    
        1615 ,  -2320.602     ,  -2741.688     ,   263.0862    
        1616 ,  -2320.601     ,  -2741.687     ,   263.0862    
        1617 ,  -2320.188     ,  -2741.274     ,   263.0862    
        1618 ,  -2321.751     ,  -2742.837     ,   263.0862    
        1619 ,  -2320.604     ,  -2741.690     ,   263.0862    
        1620 ,  -2320.191     ,  -2741.278     ,   263.0862    
        1621 ,  -2320.192     ,  -2741.278     ,   263.0862    
        1622 ,  -2321.338     ,  -2742.425     ,   263.0862    
        1623 ,  -2321.750     ,  -2742.836     ,   263.0862    
        1624 ,  -2321.335     ,  -2742.421     ,   263.0862    
        1625 ,  -2321.751     ,  -2742.837     ,   263.0862    
        1626 ,  -2320.926     ,  -2742.012     ,   263.0862    
        1627 ,  -2324.142     ,  -2745.228     ,   263.0862    
        1628 ,  -2324.144     ,  -2745.230     ,   263.0862    
        1629 ,  -2321.759     ,  -2742.845     ,   263.0862    
        1630 ,  -2323.323     ,  -2744.410     ,   263.0862    
        1631 ,  -2324.150     ,  -2745.237     ,   263.0862    
        1632 ,  -2324.884     ,  -2745.970     ,   263.0862    
        1633 ,  -2323.322     ,  -2744.408     ,   263.0862    
        1634 ,  -2325.297     ,  -2746.383     ,   263.0862    
        1635 ,  -2322.175     ,  -2743.261     ,   263.0862    
        1636 ,  -2322.175     ,  -2743.261     ,   263.0862    
        1637 ,  -2322.172     ,  -2743.258     ,   263.0862    
        1638 ,  -2320.608     ,  -2741.694     ,   263.0862    
        1639 ,  -2320.606     ,  -2741.692     ,   263.0862    
        1640 ,  -2321.342     ,  -2742.428     ,   263.0862    
        1641 ,  -2322.584     ,  -2743.671     ,   263.0862    
        1642 ,  -2322.587     ,  -2743.673     ,   263.0862    
        1643 ,  -2319.468     ,  -2740.554     ,   263.0862    
        1644 ,  -2318.322     ,  -2739.408     ,   263.0862    
        1645 ,  -2318.641     ,  -2739.728     ,   263.0862    
        1646 ,  -2318.637     ,  -2739.724     ,   263.0862    
        1647 ,  -2317.073     ,  -2738.160     ,   263.0862    
        1648 ,  -2317.074     ,  -2738.160     ,   263.0862    
        1649 ,  -2315.101     ,  -2736.187     ,   263.0862    
        1650 ,  -2314.779     ,  -2735.865     ,   263.0862    
        1651 ,  -2315.101     ,  -2736.187     ,   263.0862    
        1652 ,  -2315.514     ,  -2736.600     ,   263.0862    
        1653 ,  -2316.756     ,  -2737.842     ,   263.0862    
        1654 ,  -2317.906     ,  -2738.993     ,   263.0862    
        1655 ,  -2316.349     ,  -2737.435     ,   263.0862    
        1656 ,  -2315.940     ,  -2737.026     ,   263.0862    
        1657 ,  -2313.645     ,  -2734.731     ,   263.0862    
        1658 ,  -2313.643     ,  -2734.729     ,   263.0862    
        1659 ,  -2313.225     ,  -2734.311     ,   263.0862    
        1660 ,  -2313.222     ,  -2734.308     ,   263.0862    
        1661 ,  -2313.221     ,  -2734.307     ,   263.0862    
        1662 ,  -2311.248     ,  -2732.334     ,   263.0862    
        1663 ,  -2311.249     ,  -2732.335     ,   263.0862    
        1664 ,  -2311.252     ,  -2732.338     ,   263.0862    
        1665 ,  -2310.840     ,  -2731.927     ,   263.0862    
        1666 ,  -2311.667     ,  -2732.753     ,   263.0862    
        1667 ,  -2311.668     ,  -2732.754     ,   263.0862    
        1668 ,  -2311.669     ,  -2732.756     ,   263.0862    
        1669 ,  -2310.937     ,  -2732.023     ,   263.0862    
        1670 ,  -2308.552     ,  -2729.638     ,   263.0862    
        1671 ,  -2308.136     ,  -2729.222     ,   263.0862    
        1672 ,  -2308.131     ,  -2729.217     ,   263.0862    
        1673 ,  -2308.127     ,  -2729.214     ,   263.0862    
        1674 ,  -2310.102     ,  -2731.188     ,   263.0862    
        1675 ,  -2310.105     ,  -2731.191     ,   263.0862    
        1676 ,  -2310.107     ,  -2731.194     ,   263.0862    
        1677 ,  -2310.107     ,  -2731.194     ,   263.0862    
        1678 ,  -2310.107     ,  -2731.193     ,   263.0862    
        1679 ,  -2309.693     ,  -2730.779     ,   263.0862    
        1680 ,  -2309.373     ,  -2730.459     ,   263.0862    
        1681 ,  -2309.373     ,  -2730.459     ,   263.0862    
        1682 ,  -2308.549     ,  -2729.635     ,   263.0862    
        1683 ,  -2308.134     ,  -2729.220     ,   263.0862    
        1684 ,  -2310.107     ,  -2731.193     ,   263.0862    
        1685 ,  -2310.105     ,  -2731.191     ,   263.0862    
        1686 ,  -2310.103     ,  -2731.189     ,   263.0862    
        1687 ,  -2310.104     ,  -2731.190     ,   263.0862    
        1688 ,  -2310.105     ,  -2731.191     ,   263.0862    
        1689 ,  -2309.694     ,  -2730.780     ,   263.0862    
        1690 ,  -2309.696     ,  -2730.782     ,   263.0862    
        1691 ,  -2308.136     ,  -2729.222     ,   263.0862    
        1692 ,  -2308.135     ,  -2729.221     ,   263.0862    
        1693 ,  -2308.134     ,  -2729.220     ,   263.0862    
        1694 ,  -2306.252     ,  -2727.338     ,   263.0862    
        1695 ,  -2305.839     ,  -2726.925     ,   263.0862    
        1696 ,  -2305.017     ,  -2726.103     ,   263.0862    
        1697 ,  -2303.132     ,  -2724.218     ,   263.0862    
        1698 ,  -2302.719     ,  -2723.805     ,   263.0862    
        1699 ,  -2302.718     ,  -2723.804     ,   263.0862    
        1700 ,  -2302.302     ,  -2723.388     ,   263.0862    
        1701 ,  -2302.712     ,  -2723.798     ,   263.0862    
        1702 ,  -2300.323     ,  -2721.410     ,   263.0862    
        1703 ,  -2300.737     ,  -2721.823     ,   263.0862    
        1704 ,  -2301.154     ,  -2722.240     ,   263.0862    
        1705 ,  -2300.010     ,  -2721.096     ,   263.0862    
        1706 ,  -2299.186     ,  -2720.272     ,   263.0862    
        1707 ,  -2299.188     ,  -2720.274     ,   263.0862    
        1708 ,  -2299.604     ,  -2720.691     ,   263.0862    
        1709 ,  -2299.607     ,  -2720.693     ,   263.0862    
        1710 ,  -2298.046     ,  -2719.133     ,   263.0862    
        1711 ,  -2298.458     ,  -2719.545     ,   263.0862    
        1712 ,  -2298.044     ,  -2719.130     ,   263.0862    
        1713 ,  -2298.044     ,  -2719.130     ,   263.0862    
        1714 ,  -2298.872     ,  -2719.958     ,   263.0862    
        1715 ,  -2298.873     ,  -2719.959     ,   263.0862    
        1716 ,  -2296.897     ,  -2717.984     ,   263.0862    
        1717 ,  -2296.485     ,  -2717.571     ,   263.0862    
        1718 ,  -2296.159     ,  -2717.245     ,   263.0862    
        1719 ,  -2295.744     ,  -2716.830     ,   263.0862    
        1720 ,  -2294.182     ,  -2715.268     ,   263.0862    
        1721 ,  -2294.501     ,  -2715.588     ,   263.0862    
        1722 ,  -2295.329     ,  -2716.415     ,   263.0862    
        1723 ,  -2293.768     ,  -2714.854     ,   263.0862    
        1724 ,  -2294.185     ,  -2715.271     ,   263.0862    
        1725 ,  -2294.507     ,  -2715.593     ,   263.0862    
        1726 ,  -2294.508     ,  -2715.594     ,   263.0862    
        1727 ,  -2294.601     ,  -2715.688     ,   263.0862    
        1728 ,  -2294.926     ,  -2716.012     ,   263.0862    
        1729 ,  -2293.463     ,  -2714.549     ,   263.0862    
        1730 ,  -2295.346     ,  -2716.432     ,   263.0862    
        1731 ,  -2293.784     ,  -2714.870     ,   263.0862    
        1732 ,  -2294.606     ,  -2715.693     ,   263.0862    
        1733 ,  -2294.606     ,  -2715.692     ,   263.0862    
        1734 ,  -2294.607     ,  -2715.694     ,   263.0862    
        1735 ,  -2294.200     ,  -2715.286     ,   263.0862    
        1736 ,  -2294.202     ,  -2715.288     ,   263.0862    
        1737 ,  -2293.789     ,  -2714.875     ,   263.0862    
        1738 ,  -2293.469     ,  -2714.555     ,   263.0862    
        1739 ,  -2293.057     ,  -2714.143     ,   263.0862    
        1740 ,  -2293.467     ,  -2714.553     ,   263.0862    
        1741 ,  -2293.785     ,  -2714.871     ,   263.0862    
        1742 ,  -2293.783     ,  -2714.869     ,   263.0862    
        1743 ,  -2293.782     ,  -2714.868     ,   263.0862    
        1744 ,  -2295.755     ,  -2716.841     ,   263.0862    
        1745 ,  -2296.583     ,  -2717.670     ,   263.0862    
        1746 ,  -2297.317     ,  -2718.403     ,   263.0862    
        1747 ,  -2297.316     ,  -2718.402     ,   263.0862    
        1748 ,  -2296.586     ,  -2717.672     ,   263.0862    
        1749 ,  -2296.592     ,  -2717.678     ,   263.0862    
        1750 ,  -2296.597     ,  -2717.683     ,   263.0862    
        1751 ,  -2296.183     ,  -2717.269     ,   263.0862    
        1752 ,  -2297.007     ,  -2718.093     ,   263.0862    
        1753 ,  -2297.003     ,  -2718.090     ,   263.0862    
        1754 ,  -2296.589     ,  -2717.675     ,   263.0862    
        1755 ,  -2296.172     ,  -2717.258     ,   263.0862    
        1756 ,  -2297.321     ,  -2718.407     ,   263.0862    
        1757 ,  -2297.322     ,  -2718.408     ,   263.0862    
        1758 ,  -2297.739     ,  -2718.825     ,   263.0862    
        1759 ,  -2298.152     ,  -2719.238     ,   263.0862    
        1760 ,  -2298.887     ,  -2719.973     ,   263.0862    
        1761 ,  -2298.885     ,  -2719.971     ,   263.0862    
        1762 ,  -2298.885     ,  -2719.971     ,   263.0862    
        1763 ,  -2300.541     ,  -2721.627     ,   263.0862    
        1764 ,  -2300.546     ,  -2721.632     ,   263.0862    
        1765 ,  -2300.550     ,  -2721.636     ,   263.0862    
        1766 ,  -2299.725     ,  -2720.811     ,   263.0862    
        1767 ,  -2299.402     ,  -2720.488     ,   263.0862    
        1768 ,  -2299.306     ,  -2720.392     ,   263.0862    
        1769 ,  -2298.890     ,  -2719.976     ,   263.0862    
        1770 ,  -2297.739     ,  -2718.825     ,   263.0862    
        1771 ,  -2299.297     ,  -2720.383     ,   263.0862    
        1772 ,  -2300.858     ,  -2721.944     ,   263.0862    
        1773 ,  -2301.685     ,  -2722.771     ,   263.0862    
        1774 ,  -2302.422     ,  -2723.508     ,   263.0862    
        1775 ,  -2302.426     ,  -2723.512     ,   263.0862    
        1776 ,  -2303.256     ,  -2724.342     ,   263.0862    
        1777 ,  -2303.258     ,  -2724.344     ,   263.0862    
        1778 ,  -2303.672     ,  -2724.759     ,   263.0862    
        1779 ,  -2303.674     ,  -2724.760     ,   263.0862    
        1780 ,  -2305.238     ,  -2726.324     ,   263.0862    
        1781 ,  -2304.825     ,  -2725.911     ,   263.0862    
        1782 ,  -2306.386     ,  -2727.472     ,   263.0862    
        1783 ,  -2306.061     ,  -2727.147     ,   263.0862    
        1784 ,  -2306.384     ,  -2727.470     ,   263.0862    
        1785 ,  -2306.794     ,  -2727.880     ,   263.0862    
        1786 ,  -2306.792     ,  -2727.878     ,   263.0862    
        1787 ,  -2306.791     ,  -2727.877     ,   263.0862    
        1788 ,  -2307.529     ,  -2728.615     ,   263.0862    
        1789 ,  -2307.533     ,  -2728.619     ,   263.0862    
        1790 ,  -2307.950     ,  -2729.036     ,   263.0862    
        1791 ,  -2309.511     ,  -2730.597     ,   263.0862    
        1792 ,  -2307.951     ,  -2729.037     ,   263.0862    
        1793 ,  -2308.361     ,  -2729.447     ,   263.0862    
        1794 ,  -2308.774     ,  -2729.860     ,   263.0862    
        1795 ,  -2308.359     ,  -2729.445     ,   263.0862    
        1796 ,  -2308.362     ,  -2729.448     ,   263.0862    
        1797 ,  -2308.365     ,  -2729.451     ,   263.0862    
        1798 ,  -2307.956     ,  -2729.042     ,   263.0862    
        1799 ,  -2308.365     ,  -2729.452     ,   263.0862    
        1800 ,  -2307.952     ,  -2729.038     ,   263.0862    
        1801 ,  -2307.948     ,  -2729.035     ,   263.0862    
        1802 ,  -2309.918     ,  -2731.004     ,   263.0862    
        1803 ,  -2309.503     ,  -2730.589     ,   263.0862    
        1804 ,  -2309.092     ,  -2730.178     ,   263.0862    
        1805 ,  -2308.772     ,  -2729.858     ,   263.0862    
        1806 ,  -2308.359     ,  -2729.445     ,   263.0862    
        1807 ,  -2308.356     ,  -2729.443     ,   263.0862    
        1808 ,  -2307.942     ,  -2729.028     ,   263.0862    
        1809 ,  -2307.940     ,  -2729.027     ,   263.0862    
        1810 ,  -2307.528     ,  -2728.614     ,   263.0862    
        1811 ,  -2307.529     ,  -2728.615     ,   263.0862    
        1812 ,  -2307.945     ,  -2729.031     ,   263.0862    
        1813 ,  -2307.532     ,  -2728.618     ,   263.0862    
        1814 ,  -2307.210     ,  -2728.296     ,   263.0862    
        1815 ,  -2306.798     ,  -2727.885     ,   263.0862    
        1816 ,  -2306.385     ,  -2727.471     ,   263.0862    
